FileName;Version Name;#Revision;#FixCommit;Size;Churn;MaxChurn;AvgChurn;ChgSetSize;MaxChgSetSize;AvgChgSetSize;Buggy
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMappingImpl.java;1;3;0;534;10;7;33.333.333.333.333.300;561;300;187.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMappingInfo.java;1;1;0;318;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Version.java;1;1;0;365;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/VersionMappingInfo.java;1;1;0;86;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/VersionStrategy.java;1;1;0;74;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractClassStrategy.java;1;1;0;79;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractDiscriminatorStrategy.java;1;2;0;89;7;4;3.5;308;300;154.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractFieldStrategy.java;1;1;0;173;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractStrategy.java;1;1;0;78;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractValueHandler.java;1;1;0;58;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractVersionStrategy.java;1;1;0;67;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/BlobValueHandler.java;1;1;0;48;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ByteArrayValueHandler.java;1;1;0;59;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/CharArrayStreamValueHandler.java;1;1;0;80;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/CharArrayValueHandler.java;1;1;0;63;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ClassNameDiscriminatorStrategy.java;1;2;0;124;4;3;2.0;344;300;172.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ClobValueHandler.java;1;1;0;48;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ColumnVersionStrategy.java;1;2;0;262;3;3;1.5;306;300;153.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ContainerFieldStrategy.java;1;2;0;130;3;3;1.5;305;300;152.5;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedFieldStrategy.java;1;7;0;1579;7;4;1.0;613;300;8.757.142.857.142.850;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedValueHandler.java;1;2;0;169;3;3;1.5;522;300;261.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbeddedClassStrategy.java;1;1;0;92;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/FlatClassStrategy.java;1;2;0;65;3;3;1.5;306;300;153.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/FullClassStrategy.java;1;1;0;133;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java;1;4;0;401;5;3;1.25;565;300;141.25;no
