@RELATION OPENJPA13TrainingDataset

@ATTRIBUTE versionname REAL
@ATTRIBUTE #revision REAL
@ATTRIBUTE #fixcommit REAL
@ATTRIBUTE size REAL
@ATTRIBUTE churn REAL
@ATTRIBUTE maxchurn REAL
@ATTRIBUTE avgchurn REAL
@ATTRIBUTE chgsetsize REAL
@ATTRIBUTE maxchgsetsize REAL
@ATTRIBUTE avgchgsetsize REAL
@ATTRIBUTE buggy {no,yes}
@DATA
1,0,0,30,0,0,0,0,0,0,no
1,0,0,62,0,0,0,0,0,0,no
1,0,0,44,0,0,0,0,0,0,no
1,0,0,44,0,0,0,0,0,0,no
1,0,0,76,0,0,0,0,0,0,no
1,0,0,90,0,0,0,0,0,0,no
1,0,0,82,0,0,0,0,0,0,no
1,0,0,184,0,0,0,0,0,0,no
1,0,0,73,0,0,0,0,0,0,no
1,0,0,82,0,0,0,0,0,0,no
1,0,0,69,0,0,0,0,0,0,no
1,1,0,30,-1,0,-1,26,26,26,no
1,1,0,81,2,2,2,1,1,1,no
1,0,0,43,0,0,0,0,0,0,no
1,0,0,43,0,0,0,0,0,0,no
1,0,0,49,0,0,0,0,0,0,no
1,0,0,41,0,0,0,0,0,0,no
1,0,0,69,0,0,0,0,0,0,no
1,0,0,39,0,0,0,0,0,0,no
1,0,0,38,0,0,0,0,0,0,no
1,0,0,38,0,0,0,0,0,0,no
1,0,0,79,0,0,0,0,0,0,no
1,0,0,30,0,0,0,0,0,0,no
1,1,0,406,0,0,0,222,222,222,no
1,0,0,61,0,0,0,0,0,0,no
1,1,0,46,15,15,15,141,141,141,no
1,0,0,90,0,0,0,0,0,0,no
1,0,0,86,0,0,0,0,0,0,no
1,0,0,57,0,0,0,0,0,0,no
1,0,0,54,0,0,0,0,0,0,no
1,0,0,39,0,0,0,0,0,0,no
1,0,0,39,0,0,0,0,0,0,no
1,0,0,725,0,0,0,0,0,0,no
1,0,0,68,0,0,0,0,0,0,no
1,0,0,66,0,0,0,0,0,0,no
1,0,0,73,0,0,0,0,0,0,no
1,0,0,39,0,0,0,0,0,0,no
1,0,0,39,0,0,0,0,0,0,no
1,0,0,69,0,0,0,0,0,0,no
1,1,0,48,0,0,0,26,26,26,no
1,1,0,77,5,5,5,4,4,4,no
1,0,0,68,0,0,0,0,0,0,no
1,0,0,50,0,0,0,0,0,0,no
1,0,0,50,0,0,0,0,0,0,no
1,0,0,39,0,0,0,0,0,0,no
1,0,0,39,0,0,0,0,0,0,no
1,0,0,38,0,0,0,0,0,0,no
1,0,0,55,0,0,0,0,0,0,no
1,0,0,39,0,0,0,0,0,0,no
1,0,0,60,0,0,0,0,0,0,no
1,0,0,66,0,0,0,0,0,0,no
1,1,0,36,0,0,0,26,26,26,no
1,0,0,42,0,0,0,0,0,0,no
