@RELATION OPENJPA1TestDataset

@ATTRIBUTE versionname REAL
@ATTRIBUTE #revision REAL
@ATTRIBUTE #fixcommit REAL
@ATTRIBUTE size REAL
@ATTRIBUTE churn REAL
@ATTRIBUTE maxchurn REAL
@ATTRIBUTE avgchurn REAL
@ATTRIBUTE chgsetsize REAL
@ATTRIBUTE maxchgsetsize REAL
@ATTRIBUTE avgchgsetsize REAL
@ATTRIBUTE buggy {no,yes}
@DATA
2,0,0,437,0,0,0,0,0,0,no
2,0,0,38,0,0,0,0,0,0,no
2,0,0,575,0,0,0,0,0,0,no
2,1,0,491,-1,0,-1,3,3,3,no
2,0,0,523,0,0,0,0,0,0,no
2,1,0,948,5,5,5,2,2,2,no
2,0,0,74,0,0,0,0,0,0,no
2,0,0,257,0,0,0,0,0,0,no
2,2,1,619,25,14,12,13,11,6,no
2,0,0,115,0,0,0,0,0,0,no
2,0,0,46,0,0,0,0,0,0,no
2,0,0,63,0,0,0,0,0,0,no
2,3,0,127,106,96,35,28,22,9,no
2,0,0,191,0,0,0,0,0,0,no
2,0,0,689,0,0,0,0,0,0,no
2,0,0,138,0,0,0,0,0,0,no
2,9,3,2879,24,21,2,114,99,12,no
2,0,0,36,0,0,0,0,0,0,no
2,0,0,302,0,0,0,0,0,0,no
2,0,0,65,0,0,0,0,0,0,no
2,1,0,216,0,0,0,64,64,64,no
2,4,3,71,33,28,8,283,99,70,no
2,2,2,143,4,4,2,188,99,94,no
2,0,0,520,0,0,0,0,0,0,no
2,0,0,112,0,0,0,0,0,0,no
2,0,0,90,0,0,0,0,0,0,no
2,0,0,91,0,0,0,0,0,0,no
2,0,0,88,0,0,0,0,0,0,no
2,0,0,87,0,0,0,0,0,0,no
2,0,0,67,0,0,0,0,0,0,no
2,0,0,162,0,0,0,0,0,0,no
2,0,0,160,0,0,0,0,0,0,no
2,3,0,1389,30,21,10,32,21,10,no
2,6,0,1425,37,16,6,46,21,7,no
2,0,0,43,0,0,0,0,0,0,no
2,2,2,137,7,7,3,188,99,94,no
2,2,1,64,30,17,15,2,1,1,yes
2,0,0,140,0,0,0,0,0,0,no
2,0,0,49,0,0,0,0,0,0,no
2,1,0,442,13,13,13,7,7,7,no
2,0,0,322,0,0,0,0,0,0,no
2,0,0,58,0,0,0,0,0,0,no
2,1,0,153,0,0,0,4,4,4,no
2,1,0,140,0,0,0,4,4,4,no
2,1,0,261,6,6,6,7,7,7,no
2,1,0,77,0,0,0,1,1,1,no
2,0,0,90,0,0,0,0,0,0,no
2,0,0,35,0,0,0,0,0,0,no
2,0,0,255,0,0,0,0,0,0,no
2,0,0,148,0,0,0,0,0,0,no
2,1,0,246,-1,0,-1,3,3,3,no
2,3,1,682,41,32,13,141,130,47,no
2,1,0,336,12,12,12,7,7,7,no
2,0,0,219,0,0,0,0,0,0,no
2,0,0,65,0,0,0,0,0,0,no
2,0,0,33,0,0,0,0,0,0,no
2,0,0,138,0,0,0,0,0,0,no
2,1,0,655,0,0,0,130,130,130,no
2,1,0,468,1,1,1,21,21,21,no
2,0,0,67,0,0,0,0,0,0,no
2,0,0,52,0,0,0,0,0,0,no
2,0,0,33,0,0,0,0,0,0,no
2,3,2,218,41,29,13,113,99,37,yes
2,1,0,94,0,0,0,11,11,11,no
2,1,0,79,0,0,0,11,11,11,no
2,1,0,59,10,10,10,11,11,11,no
2,1,0,61,0,0,0,11,11,11,no
2,3,1,403,-1,2,0,101,89,33,no
2,1,0,82,0,0,0,11,11,11,no
2,3,3,1474,5,4,1,219,99,73,no
2,1,0,532,88,88,88,13,13,13,no
2,0,0,141,0,0,0,0,0,0,no
2,3,3,532,4,3,1,219,99,73,no
2,0,0,75,0,0,0,0,0,0,no
2,0,0,27,0,0,0,0,0,0,no
2,0,0,75,0,0,0,0,0,0,no
2,0,0,1077,0,0,0,0,0,0,no
2,12,6,3685,693,612,57,307,99,25,yes
2,1,1,259,17,17,17,2,2,2,no
2,0,0,94,0,0,0,0,0,0,no
2,4,3,555,104,99,26,283,99,70,no
2,0,0,286,0,0,0,0,0,0,no
2,1,0,84,24,24,24,6,6,6,no
2,0,0,70,0,0,0,0,0,0,no
2,0,0,73,0,0,0,0,0,0,no
2,0,0,37,0,0,0,0,0,0,no
2,3,3,93,7,6,2,219,99,73,no
2,0,0,36,0,0,0,0,0,0,no
2,0,0,53,0,0,0,0,0,0,no
2,0,0,38,0,0,0,0,0,0,no
2,0,0,38,0,0,0,0,0,0,no
2,0,0,37,0,0,0,0,0,0,no
2,0,0,48,0,0,0,0,0,0,no
2,0,0,73,0,0,0,0,0,0,no
2,0,0,42,0,0,0,0,0,0,no
2,0,0,43,0,0,0,0,0,0,no
2,0,0,275,0,0,0,0,0,0,no
2,0,0,42,0,0,0,0,0,0,no
2,0,0,188,0,0,0,0,0,0,no
2,1,0,593,-5,0,-5,6,6,6,no
2,0,0,31,0,0,0,0,0,0,no
2,0,0,38,0,0,0,0,0,0,no
2,0,0,107,0,0,0,0,0,0,no
2,3,3,156,4,3,1,219,99,73,no
2,0,0,37,0,0,0,0,0,0,no
2,0,0,43,0,0,0,0,0,0,no
2,0,0,37,0,0,0,0,0,0,no
2,1,1,186,12,12,12,4,4,4,no
2,3,1,224,29,17,9,138,130,46,no
2,0,0,60,0,0,0,0,0,0,no
2,0,0,62,0,0,0,0,0,0,no
2,0,0,64,0,0,0,0,0,0,no
2,0,0,38,0,0,0,0,0,0,no
2,3,3,893,55,30,18,33,31,11,no
2,0,0,156,0,0,0,0,0,0,no
2,0,0,129,0,0,0,0,0,0,no
2,0,0,32,0,0,0,0,0,0,no
2,6,1,679,97,48,16,184,89,30,no
2,0,0,112,0,0,0,0,0,0,no
2,0,0,83,0,0,0,0,0,0,no
2,1,0,360,54,54,54,7,7,7,no
2,0,0,172,0,0,0,0,0,0,no
2,0,0,184,0,0,0,0,0,0,no
2,1,0,334,4,4,4,64,64,64,no
2,0,0,509,0,0,0,0,0,0,no
2,0,0,38,0,0,0,0,0,0,no
2,0,0,46,0,0,0,0,0,0,no
2,2,2,158,5,5,2,188,99,94,no
2,1,0,717,-3,0,-3,130,130,130,no
2,1,0,104,17,17,17,4,4,4,no
2,6,2,4942,-84,22,-14,393,130,65,yes
2,0,0,78,0,0,0,0,0,0,no
2,0,0,45,0,0,0,0,0,0,no
2,1,0,1412,-41,0,-41,130,130,130,no
2,1,0,196,16,16,16,4,4,4,no
2,0,0,185,0,0,0,0,0,0,no
2,1,0,481,0,0,0,130,130,130,no
2,0,0,651,0,0,0,0,0,0,no
2,0,0,438,0,0,0,0,0,0,no
2,0,0,134,0,0,0,0,0,0,no
2,0,0,202,0,0,0,0,0,0,no
2,1,0,821,0,0,0,8,8,8,no
2,1,0,43,7,7,7,8,8,8,no
2,1,0,190,8,8,8,64,64,64,no
2,1,0,942,4,4,4,64,64,64,yes
2,1,0,595,2,2,2,64,64,64,no
2,0,0,86,0,0,0,0,0,0,no
2,0,0,83,0,0,0,0,0,0,no
2,0,0,74,0,0,0,0,0,0,no
2,0,0,90,0,0,0,0,0,0,no
2,0,0,77,0,0,0,0,0,0,no
2,1,0,737,-1,0,-1,2,2,2,yes
2,0,0,91,0,0,0,0,0,0,no
2,0,0,353,0,0,0,0,0,0,no
2,1,0,363,0,0,0,130,130,130,no
2,1,0,717,0,0,0,130,130,130,no
2,2,2,890,13,13,6,188,99,94,no
2,0,0,41,0,0,0,0,0,0,no
2,0,0,43,0,0,0,0,0,0,no
2,0,0,83,0,0,0,0,0,0,no
2,0,0,65,0,0,0,0,0,0,no
2,0,0,409,0,0,0,0,0,0,no
2,1,0,214,1,1,1,11,11,11,no
2,0,0,43,0,0,0,0,0,0,no
2,0,0,111,0,0,0,0,0,0,no
2,1,0,258,4,4,4,2,2,2,no
2,0,0,41,0,0,0,0,0,0,no
2,3,2,731,8,6,2,252,99,84,no
2,0,0,55,0,0,0,0,0,0,no
2,0,0,127,0,0,0,0,0,0,no
2,0,0,500,0,0,0,0,0,0,no
2,0,0,111,0,0,0,0,0,0,no
2,0,0,107,0,0,0,0,0,0,no
2,1,0,312,1,1,1,7,7,7,no
2,0,0,42,0,0,0,0,0,0,no
2,0,0,496,0,0,0,0,0,0,no
2,0,0,85,0,0,0,0,0,0,no
2,0,0,39,0,0,0,0,0,0,no
2,0,0,94,0,0,0,0,0,0,no
2,0,0,94,0,0,0,0,0,0,no
2,0,0,92,0,0,0,0,0,0,no
2,0,0,38,0,0,0,0,0,0,no
2,0,0,94,0,0,0,0,0,0,no
2,0,0,93,0,0,0,0,0,0,no
2,0,0,93,0,0,0,0,0,0,no
2,0,0,79,0,0,0,0,0,0,no
2,0,0,69,0,0,0,0,0,0,no
2,0,0,63,0,0,0,0,0,0,no
2,0,0,122,0,0,0,0,0,0,no
2,0,0,193,0,0,0,0,0,0,no
2,0,0,284,0,0,0,0,0,0,no
2,0,0,57,0,0,0,0,0,0,no
2,0,0,31,0,0,0,0,0,0,no
2,3,2,2151,5,3,1,252,99,84,no
2,2,2,62,8,8,4,188,99,94,no
2,0,0,51,0,0,0,0,0,0,no
2,0,0,80,0,0,0,0,0,0,no
2,0,0,43,0,0,0,0,0,0,no
2,2,2,350,7,7,3,188,99,94,no
2,2,0,210,20,19,10,68,64,34,no
2,0,0,230,0,0,0,0,0,0,no
2,0,0,39,0,0,0,0,0,0,no
2,0,0,73,0,0,0,0,0,0,no
2,1,0,854,3,3,3,1,1,1,no
2,3,1,3044,99,95,33,78,64,26,no
2,2,0,438,3,3,1,131,130,65,no
2,1,0,426,0,0,0,64,64,64,no
2,0,0,322,0,0,0,0,0,0,no
2,0,0,63,0,0,0,0,0,0,no
2,0,0,74,0,0,0,0,0,0,no
2,0,0,40,0,0,0,0,0,0,no
2,0,0,67,0,0,0,0,0,0,no
2,0,0,138,0,0,0,0,0,0,no
2,0,0,39,0,0,0,0,0,0,no
2,0,0,66,0,0,0,0,0,0,no
2,0,0,66,0,0,0,0,0,0,no
2,2,0,336,9,9,4,72,64,36,yes
2,0,0,140,0,0,0,0,0,0,no
2,0,0,70,0,0,0,0,0,0,no
2,2,0,486,31,31,15,36,22,18,yes
2,0,0,42,0,0,0,0,0,0,no
2,0,0,41,0,0,0,0,0,0,no
2,0,0,97,0,0,0,0,0,0,no
2,0,0,72,0,0,0,0,0,0,no
2,0,0,93,0,0,0,0,0,0,no
2,0,0,59,0,0,0,0,0,0,no
2,0,0,71,0,0,0,0,0,0,no
2,0,0,58,0,0,0,0,0,0,no
2,0,0,83,0,0,0,0,0,0,no
2,0,0,33,0,0,0,0,0,0,no
2,0,0,65,0,0,0,0,0,0,no
2,0,0,47,0,0,0,0,0,0,no
2,0,0,47,0,0,0,0,0,0,no
2,0,0,79,0,0,0,0,0,0,no
2,0,0,93,0,0,0,0,0,0,no
